ID,question,Figure,LaTeX question,solution,mathConcept1,mathConcept2,mathConcept3,Difficulty,Grade,Resource
2024B2a,The quadratic equation x^2 _2x_1 = 0 has solutions x = r and x = s. Determine integers b and c for which the quadratic equation x^2 + bx + c = 0 has solutions x = 2r + s and x = r + 2s.,N,"The quadratic equation \(x^2 - 2x - 1 = 0\) has solutions \(x = r\) and \(x = s\). Determine integers \(b\) and \(c\) for which the quadratic equation:
\[
x^2 + bx + c = 0
\]
has solutions \(x = 2r + s\) and \(x = r + 2s\).","Using the quadratic formula, the solutions of the quadratic equation 
    \[
    x^2 - 2x - 1 = 0
    \]
    are
    \[
    x = \frac{2 \pm \sqrt{(-2)^2 - 4(1)(-1)}}{2} = \frac{2 \pm \sqrt{8}}{2} = \frac{2 \pm 2\sqrt{2}}{2} = 1 \pm \sqrt{2}.
    \]
    We set \( r = 1 + \sqrt{2} \) and \( s = 1 - \sqrt{2} \). Then 
    \[
    2r + s = 2(1 + \sqrt{2}) + (1 - \sqrt{2}) = 3 + \sqrt{2}, \quad r + 2s = (1 + \sqrt{2}) + 2(1 - \sqrt{2}) = 3 - \sqrt{2}.
    \]
    Therefore, a quadratic equation that has \( x = 3 + \sqrt{2} \) and \( x = 3 - \sqrt{2} \) as solutions is 
    \[
    (x - (3 + \sqrt{2}))(x - (3 - \sqrt{2})) = 0,
    \]
    or 
    \[
    x^2 - ((3 + \sqrt{2}) + (3 - \sqrt{2}))x + (3 + \sqrt{2})(3 - \sqrt{2}) = 0.
    \]
    Since \( (3 + \sqrt{2})(3 - \sqrt{2}) = 3^2 - (\sqrt{2})^2 = 9 - 2 = 7 \), this simplifies to 
    \[
    x^2 - 6x + 7 = 0.
    \]
    Thus, \( b = -6 \) and \( c = 7 \).",Algebra,Manipulating algebraic expressions,"using formulas for trinomials of the form ax2 + bx + c;  substituting second-degree algebraic identities (perfect square trinomial and difference of two squares)
 di fference of two squares)",3,11~12,2024 CSMC
2024B2b,Suppose that m and p are real numbers for which th epolynomial f(x) = x^2 + mx + p has two distinct positive real roots. Prove that the polynomail g(x) = x^2- (m^2-2p)x + p^2 has two distinct positive real roots. ,N,"Suppose that \(m\) and \(p\) are real numbers for which the polynomial:
\[
f(x) = x^2 + mx + p
\]
has two distinct positive real roots. Prove that the polynomial:
\[
g(x) = x^2 - (m^2 - 2p)x + p^2
\]
has two distinct positive real roots.","\section*{Solution 1}

Suppose that the polynomial $f(x) = x^2 + mx + p$ has two distinct positive real roots $x = r$ and $x = s$.  
This means that $r + s = -m$ and $rs = p$, as shown in part (a) of Solution 2.  

In this case,  
\[
m^2 - 2p = (-m)^2 - 2p = (r + s)^2 - 2rs = r^2 + 2rs + s^2 - 2rs = r^2 + s^2
\]
and  
\[
p^2 = (rs)^2 = r^2 s^2.
\]

This means that we can rewrite $g(x)$ as  
\[
g(x) = x^2 - (r^2 + s^2)x + r^2s^2
\]
which factors as  
\[
g(x) = (x - r^2)(x - s^2).
\]

(Can you see why this is true by looking at the sum and product of roots?)

Since $g(x) = (x - r^2)(x - s^2)$, then $g(x)$ has roots $r^2$ and $s^2$.  
We recall that $r$ and $s$ are positive and distinct.  
Since neither equals $0$, then $r^2$ and $s^2$ are positive.  
Since $r \neq \pm s$, then $r^2$ and $s^2$ are distinct.  

This means that $g(x)$ has two distinct positive real roots.

\section*{Solution 2}

We proceed by using the sum and product of roots as shown in part (a) of Solution 2.  
Suppose that the roots of $f(x) = x^2 + mx + p$ are $x = r$ and $x = s$.  
Since $r$ and $s$ are positive, then $r + s > 0$ and $rs > 0$.  
Since $r + s = -m$, then $m < 0$.  
Since $rs = p$, then $p > 0$.

Since $f(x)$ has two distinct real roots, then its discriminant is positive. In particular,  
\[
m^2 - 4p > 0
\]

Now, the discriminant of $g(x) = x^2 - (m^2 - 2p)x + p^2$ is  
\[
\Delta = (m^2 - 2p)^2 - 4(1)(p^2) = m^4 - 4m^2p + 4p^2 - 4p^2 = m^4 - 4m^2p
= m^2(m^2 - 4p).
\]

Since $m^2 > 0$ (because $m < 0$) and $m^2 - 4p > 0$, then  
\[
\Delta = m^2(m^2 - 4p) > 0.
\]

This means that $g(x)$ has two distinct real roots.  
Next, the sum of the (real) roots of $g(x)$ is $m^2 - 2p$ and their product is $p^2$.  

We note that  
\[
m^2 - 2p = (m^2 - 4p) + 2p
\]
which is the sum of two positive real numbers and so is positive.  

Also, $p^2$ is positive since $p > 0$.  
Since the product of the roots of $g(x)$ is positive, the roots are either both positive or both negative.  
Since the sum of the roots of $g(x)$ is positive, the roots cannot both be negative, and so both are positive.

In summary, $g(x)$ has two distinct positive real roots, as required.",Algebra,Analyzing situations using real functions,Polynomial functions of degree 0 or 1; Second-degree polynomial functions,3,11~12,2024 CSMC
2024B2c,"Suppose that A_1 = _6, B_1 = 10 and C_1 = _5. For each positive integer n ≥ 2, let
A_n = 2B_(n_1) _ (An_1)^2
B_n = (Bn_1)^2 _ 2A_(n_1)C_(n_1) 
C_n = _(C_(n_1))^2
Prove that the polynomial f_100(x) = x^3 + A_100x^2 + B_100x + C_100 has three distinct positive real roots.",N,"Suppose that \(A_1 = -6\), \(B_1 = 10\), and \(C_1 = -5\). For each positive integer \(n \geq 2\), let:
\[
A_n = 2B_{n-1} - (A_{n-1})^2,
\]
\[
B_n = (B_{n-1})^2 - 2A_{n-1}C_{n-1},
\]
\[
C_n = -(C_{n-1})^2.
\]
Prove that the polynomial:
\[
f_{100}(x) = x^3 + A_{100}x^2 + B_{100}x + C_{100}
\]
has three distinct positive real roots.","\section*{Solution 1}

Suppose that a cubic equation $x^3 + Ax^2 + Bx + C = 0$ has roots $x = r$, $x = s$, and $x = t$. As we saw in (a), this means that  
\[
x^3 + Ax^2 + Bx + C = (x - r)(x - s)(x - t)
\]
\[
= (x^2 - (r + s)x + rs)(x - t)
\]
\[
= x^3 - (r + s)x^2 + rsx - tx^2 + (rt + st)x - rst
\]
\[
= x^3 - (r + s + t)x^2 + (rs + rt + st)x - rst
\]
and so  
\[
A = -(r + s + t), \quad B = rs + rt + st, \quad \text{and} \quad C = -rst.
\]

Also, if $A = -(r + s + t)$, $B = rs + rt + st$, and $C = -rst$, then a cubic equation with roots $r$, $s$, and $t$ is  
\[
x^3 + Ax^2 + Bx + C = 0.
\]

Consider the polynomial  
\[
f_1(x) = x^3 + A_1x^2 + B_1x + C_1 = x^3 - 6x^2 + 10x - 5.
\]

Since $f(1) = 1 - 6 + 10 - 5 = 0$, then $x = 1$ is a root.  
Factoring, we obtain  
\[
f_1(x) = (x - 1)(x^2 - 5x + 5).
\]

By the quadratic formula, the roots of $x^2 - 5x + 5 = 0$ are  
\[
x = \frac{5 \pm \sqrt{5}}{2}.
\]

We note that  
\[
\frac{5 + \sqrt{5}}{2} \approx 3.62 \quad \text{and} \quad \frac{5 - \sqrt{5}}{2} \approx 1.38.
\]

This means that $f_1(x)$ has three distinct positive real roots.  

Suppose that, for some positive integer $n \geq 2$, we have  
\[
A_{n-1} = -(r + s + t), \quad B_{n-1} = rs + rt + st, \quad C_{n-1} = -rst
\]
for some distinct, positive real numbers $r$, $s$, and $t$. Then  
\[
A_n = 2B_{n-1} - (A_{n-1})^2
\]
\[
= 2(rs + rt + st) - (-(r + s + t))^2
\]
\[
= 2(rs + rt + st) - (r + s + t)^2
\]
\[
= 2rs + 2rt + 2st - (r^2 + s^2 + t^2 + 2rs + 2rt + 2st)
\]
\[
= -(r^2 + s^2 + t^2).
\]

\[
B_n = (B_{n-1})^2 - 2A_{n-1}C_{n-1}
\]
\[
= (rs + rt + st)^2 - 2(-(r + s + t))(-rst)
\]
\[
= r^2s^2 + r^2t^2 + s^2t^2 + 2r^2st + 2rs^2t + 2rst^2 - (2r^2st + 2rs^2t + 2rst^2)
\]
\[
= r^2s^2 + r^2t^2 + s^2t^2.
\]

\[
C_n = -(C_{n-1})^2 = -(-rst)^2 = -r^2s^2t^2.
\]

Consider the polynomial  
\[
f_n(x) = x^3 + A_nx^2 + B_nx + C_n = x^3 - (r^2 + s^2 + t^2)x^2 + (r^2s^2 + r^2t^2 + s^2t^2)x - r^2s^2t^2.
\]

This polynomial has roots $x = r^2$, $x = s^2$, and $x = t^2$, since the coefficients of the polynomial are the correct combinations of these roots.  
This means that the roots of $f_n(x)$ are the squares of the roots of $f_{n-1}(x)$.  

Here, $f_1(x)$ has three distinct positive real roots.  
Since the roots of $f_2(x)$ are the squares of the roots of $f_1(x)$, then they are real, positive, and distinct.  

Continuing in this way, the roots of $f_3(x)$, $f_4(x)$, $\ldots$, $f_{100}(x)$ will each be the squares of the roots of the previous polynomial in the list, and so will be real, positive, and distinct.  
Therefore, the polynomial $f_{100}(x)$ has three distinct positive real roots.
",Algebra,Analyzing situations using real functions and Manipulating algebraic expressions,"using formulas for trinomials of the form ax2 + bx + c;  substituting second-degree algebraic identities (perfect square trinomial and difference of two squares); Polynomial functions of degree 0 or 1; Second-degree polynomial functions
 di fference of two squares); Manipulates rational expressions",3,11~12,2024 CSMC
2024B3a,"In the diagram, ABCD is a rectangle with AB > BC. Point P is on CD so that PD=PB. (a) Suppose that PD = 53 and BC = 28. Determine the length of AB.",Y,"In the diagram, \(ABCD\) is a rectangle with \(AB > BC\). Point \(P\) is on \(CD\) such that \(PD = PB\).

\begin{enumerate}
    \item[(a)] Suppose that \(PD = 53\) and \(BC = 28\). Determine the length of \(AB\).
\end{enumerate}","We note that $PB = PD = 53$ and $BC = 28$. By the Pythagorean Theorem in $\triangle BCP$, we have \[ PC^2 = PB^2 - BC^2 = 53^2 - 28^2 = (53 + 28)(53 - 28) = 81 \cdot 25 = 9^2 \cdot 5^2. \] Since $PC > 0$, then $PC = 9 \cdot 5 = 45$. Since $ABCD$ is a rectangle, then $AB = DC = PD + PC = 53 + 45 = 98$.",Geometry,Metric or trigonometric relations,Finds unknown measurements in various situations: in a right triangle rectangle using/Pythagorean relation,5,11~12,2024 CSMC
2024B3b,"In the diagram, ABCD is a rectangle with AB > BC. Point P is on CD so that PD=PB.
(b) Suppose that AB = 101. If the length of BC is an integer, prove that the
length of PD cannot be an integer.",Y,"In the diagram, \(ABCD\) is a rectangle with \(AB > BC\). Point \(P\) is on \(CD\) such that \(PD = PB\).

\begin{enumerate}
    \item[(b)] Suppose that \(AB = 101\). If the length of \(BC\) is an integer, prove that the
length of \(PD\) cannot be an integer.","Suppose that $BC = m$, an integer, and that $PD = x$.  
Note that $PB = PD = x$.  
Also, since $DC = AB = 101$, then $PC = DC - PD = 101 - x$.  

Using the Pythagorean Theorem in $\triangle PBC$ gives the following equivalent equations:  
\[
PB^2 = PC^2 + BC^2
\]
\[
x^2 = (101 - x)^2 + m^2
\]
\[
x^2 = x^2 - 202x + 101^2 + m^2
\]
\[
202x = 101^2 + m^2
\]
\[
x = \frac{101^2 + m^2}{2 \cdot 101}.
\]

For $x$ to be an integer, we need the numerator to be divisible by $101$.  
Since $101^2$ is divisible by $101$, we need $m^2$ to be divisible by $101$.  
Since $101$ is prime, we need $m$ to be divisible by $101$.  
However, $m = BC < AB = 101$ and there are no positive multiples of $101$ less than $101$.  
This means that $m$ cannot be divisible by $101$, which means that $x$, the length of $PD$, cannot be an integer.  ",Geometry,Metric or trigonometric relations,"Determines, through exploration or deduction, different metric relations associated
with plane figures; Finds unknown measurements in various situations: in a right triangle rectangle using/Pythagorean relation; Justifies statements concerning",5,11~12,2024 CSMC
2024B3c,"In the diagram, ABCD is a rectangle with AB > BC. Point P is on CD so that PD=PB. (c) Suppose that BC = m for some positive integer m. Suppose further that, for this value of m, there are exactly 7 positive integers n so that when AB = n, the length of P D is an integer. Determine all possible values of m with 1 ≤ m ≤ 100.",Y,"In the diagram, \(ABCD\) is a rectangle with \(AB > BC\). Point \(P\) is on \(CD\) such that \(PD = PB\).

\begin{enumerate}
    \item[(c)] Suppose that \(BC = m\) for some positive integer m. Suppose further that, for this value of m, there are exactly 7 positive integers n so that when \(AB = n\), the length of P D is an integer. Determine all possible values of m with \(1 ≤ m ≤ 100\).","Suppose that $AB = n$, $BC = m$, and $PD = x$ for integers $m$, $n$, and $x$ with $m < n$ and $x < n$. Here, we have $PB = x$, $PC = n - x$, and $BC = m$. Using the Pythagorean Theorem in $\triangle PBC$ gives the following equivalent equations: \[ PB^2 = PC^2 + BC^2 \] \[ x^2 = (n - x)^2 + m^2 \] \[ x^2 = x^2 - 2nx + n^2 + m^2 \] \[ 2nx = n^2 + m^2 \] \[ x = \frac{n^2 + m^2}{2n}. \] We need to determine all positive integers $m$ with $1 \leq m \leq 100$ for which there are $7$ positive integers $n$ for which $x = \frac{n^2 + m^2}{2n}$ is an integer. We note that, since the denominator of this fraction ($2n$) is even, then for $x$ to be an integer, the numerator of this fraction ($n^2 + m^2$) is also even. Since $n^2 + m^2$ must be even, then $n$ and $m$ are both even or both odd. We look at two cases: $m$ odd and $m$ even. \subsection*{Case 1: $m$ is odd} Since $m$ is odd, then $n$ is odd. \[ x = \frac{n^2 + m^2}{2n} = \frac{n^2}{2n} + \frac{m^2}{2n}. \] Since $\frac{n^2}{2n} = \frac{n}{2}$ is an odd integer divided by $2$, then for $x$ to be an integer, $\frac{m^2}{2n}$ must also equal an odd integer divided by $2$, which means that $n$ must equal an odd integer. Recalling that $n > m$, this means that we want to determine all odd integers $m$ with $1 \leq m \leq 100$ for which exactly $7$ integers $n$ with $m < n \leq m^2$ are divisors of $m^2$. Note that every divisor $n$ of $m^2$ with $m < n \leq m^2$ will correspond to a divisor $q$ of $m^2$ with $1 \leq q < m$. This correspondence comes from the factor pair $qn = m^2$ and noting \[ q = \frac{m^2}{n} \quad \text{from which} \quad m < n \leq m^2 \quad \text{gives} \quad \frac{m^2}{m} \leq q < m. \] Additionally, $m^2$ has the divisor $m$ for which we have not yet accounted. This means that we want to determine all odd integers $m$ with $1 \leq m \leq 100$ for which $m^2$ has exactly $2 \cdot 7 + 1 = 15$ positive divisors. If $m$ has three distinct prime divisors $p_1$, $p_2$, $p_3$, then $m^2$ is divisible by the product $p_1^2p_2^2p_3^2$. This means that $m^2$ has at least $(2 + 1)(2 + 1)(2 + 1) = 27$ positive divisors, which is impossible. Therefore, $m$ can have at most two distinct prime divisors. Suppose that $m = p_1^a$ for some prime $p_1$ and positive integer $a$. Then $m^2 = p_1^{2a}$ and $m^2$ has $2a + 1$ positive divisors. Since $m^2$ has $15$ positive divisors, then $2a + 1 = 15$ which gives $a = 7$ and so $m = p_1^7$. However, the smallest odd perfect seventh power is $3^7 > 100$, and so there are no $m$ in this sub-case. Suppose that $m = p_1^a p_2^b$ for some odd primes $p_1 \neq p_2$ and positive integers $a$ and $b$. Thus, $m^2 = p_1^{2a} p_2^{2b}$ and $m^2$ has $(2a + 1)(2b + 1)$ divisors. Since $2a + 1 \geq 3$ and $2b + 1 \geq 3$ and $(2a + 1)(2b + 1) = 15$, then $2a + 1$ and $2b + 1$ must be $5$ and $3$ in some order, which means that $a$ and $b$ must be $2$ and $1$ in some order. Thus, $m = p_1^2p_2$ for some odd primes $p_1$ and $p_2$. If $p_1 = 3$, then since $m = 9p_2$ and $1 \leq m \leq 100$, we can have $m = 45$ (from $p_2 = 5$) or $m = 63$ (from $p_2 = 7$) or $m = 99$ (from $p_2 = 11$). If $p_1 = 5$, then since $m = 25p_2$ and $1 \leq m \leq 100$, we can have $m = 75$ (from $p_2 = 3$). If $p_1 \geq 7$, there are no odd primes $p_2$ for which $m \leq 100$. Therefore, in the case that $m$ is odd, the possible values for $m$ are $m = 45, 63, 75, 99$. \subsection*{Case 2: $m$ is even} Since $m$ is even, then $n$ is even. Let $m = 2M$ and $n = 2N$ for some positive integers $M$ and $N$. Since $1 \leq 2M \leq 100$, then $0.5 \leq M \leq 50$ and so $1 \leq M \leq 50$. Here, \[ x = \frac{4N^2 + 4M^2}{4N} = N + \frac{M^2}{N}. \] Since $N$ is an integer, then for $x$ to be an integer, $\frac{M^2}{N}$ must also equal an integer. Since $n > m$, then $N > M$. This means that we want to determine all integers $M$ with $1 \leq M \leq 50$ for which exactly $7$ integers $N$ with $M < N \leq M^2$ are divisors of $M^2$. As above, this means that we want to determine all integers $M$ with $1 \leq M \leq 50$ for which $M^2$ has exactly $15$ positive divisors. If $M = p_1^2p_2$ for some primes $p_1$ and $p_2$, then we proceed similarly as above. If $p_1 = 2$, then since $M = 4p_2$ and $1 \leq M \leq 50$, we can have $M = 12$ (from $p_2 = 3$) or $M = 20$ (from $p_2 = 5$) or $M = 28$ (from $p_2 = 7$) or $M = 44$ (from $p_2 = 11$). If $p_1 = 3$, then since $M = 9p_2$ and $1 \leq M \leq 50$, we can have $M = 18$ (from $p_2 = 2$) or $M = 45$ (from $p_2 = 5$). If $p_1 = 5$, then since $M = 25p_2$ and $1 \leq M \leq 50$, we can have $M = 50$ (from $p_2 = 2$). Since $m = 2M$, the possible values of $m$ in this case are $m = 24, 40, 56, 88, 36, 90, 100$. Combining the two cases, the values of $m$ are \[ m = 24, 36, 40, 45, 56, 63, 75, 88, 90, 99, 100. \]",Geometry,Metric or trigonometric relations,"Determines, through exploration or deduction, different metric relations associated
with plane figures; Finds unknown measurements in various situations: in a right triangle rectangle using/Pythagorean relation; Justifies statements concerning",5,11~12,2024 CSMC
2024A01,"A container in the shape of a cube has dimensions 4 cm by 4 cm by 4 cm. The container is sitting on a horizontal table on one of its faces and is filled with water to a depth of 2 cm. In cm3, what is the volume of the water in the container?",N,"A container in the shape of a cube has dimensions $4 \, \text{cm} \times 4 \, \text{cm} \times 4 \, \text{cm}$. The container is sitting on a horizontal table on one of its faces and is filled with water to a depth of $2 \, \text{cm}$. In $\text{cm}^3$, what is the volume of the water in the container?
    ","\section*{Solutions}

\subsection*{1. Solution 1}
The container is in the shape of a cube, so no matter which face is sitting on the table, the base of the container is a square with side length 4 cm.  
The space occupied by the water in the container is a rectangular prism. The base of this rectangular prism is the base of the container, and its height is the depth of the water.  
The volume of the water is:
\[
4 \, \text{cm} \times 4 \, \text{cm} \times 2 \, \text{cm} = 32 \, \text{cm}^3.
\]

\subsection*{Solution 2}
The container is in the shape of a cube, so no matter which face is sitting on the table, the base of the container is a square with side length 4 cm.  
The depth of the water is half the height of the cube, so the volume of the water is half the volume of the cube.  
The volume of the cube is:
\[
4 \, \text{cm} \times 4 \, \text{cm} \times 4 \, \text{cm} = 64 \, \text{cm}^3,
\]
so the volume of the water is:
\[
\frac{64 \, \text{cm}^3}{2} = 32 \, \text{cm}^3.
\]

\textbf{Answer:} 32

",Geometry,Analyzing situations involving measurements," Estimates and measures volume or capacity using conventional units: cubic centimetre, cubic decimetre, cubic metre, millilitre, litre; Finds unknown measurements using properties of figures and relations",1,9~10,2024 CSMC
2024A02,"A group of students were asked to choose their favourite of the three colours red, green and blue. Unfortunately, some of the results of the survey were lost. All of the remaining data are expressed in both the pie graph and the bar graph shown below. What is the total number of students that were surveyed?",Y,"A group of students were asked to choose their favourite of three colours: red, green, and blue. Some survey results were lost. Given the remaining data in the pie and bar graphs below, what is the total number of students surveyed?
    ","\subsection*{2. Solution 1}
Suppose the number of students surveyed is \( N \).  
From the pie graph, the number of students who chose green is \( 0.35N \), and the number of students who chose blue is \( 0.45N \).  
All other students chose red, so the number of students who chose red is:
\[
N - 0.35N - 0.45N = 0.2N.
\]
From the bar graph, the number of students who chose red is 8, so:
\[
0.2N = 8.
\]
Dividing both sides of this equation by 0.2 gives:
\[
N = \frac{8}{0.2} = 40.
\]

\subsection*{Solution 2}
From the pie graph, 35\% of the students chose green, and 45\% chose blue.  
The rest of the students chose red, so the percentage of students that chose red is:
\[
100\% - 35\% - 45\% = 20\%.
\]
This means \( 20\% = \frac{1}{5} \) of the students chose red.  
From the bar graph, 8 students chose red.  
Thus, the total number of students surveyed is:
\[
8 \times 5 = 40.
\]

\textbf{Answer:} 40",Arithmetic,Understanding and analyzing proportional situations,"Calculates; Recognizes ratios and rates;  Recognizes a proportional situation using the context, a table of values or a graph; Represents or interprets a proportional situation using a graph, a table of values or
a proportion; Solves proportional situations (direct or inverse variation) by using different
strategies (e.g. unit-rate method, factor of change, proportionality ratio, additive
procedure, constant product [inverse variation])",2,9~10,2024 CSMC
2024A03,"In the diagram, ABDE is a square and △BCD is equilateral. What is the measure of ∠ECB?",Y,"In the diagram below, $ABDE$ is a square and $\triangle BCD$ is equilateral. What is the measure of $\angle ECB$?","\subsection*{3. Solution}
In an equilateral triangle, each angle measures \( 60^\circ \), so \( \angle CDB = 60^\circ \).  
In a square, each angle measures \( 90^\circ \), so \( \angle BDE = 90^\circ \).  
Using this, we have:
\[
\angle CDE = \angle CDB + \angle BDE = 60^\circ + 90^\circ = 150^\circ.
\]
Since \( \triangle BCD \) is equilateral, \( CD = BD \).  
Since \( ABDE \) is a square, \( ED = BD \).  
Therefore, \( ED = BD = CD \).  

Since \( CD = ED \), \( \triangle CDE \) is isosceles, and so \( \angle CED = \angle ECD \).  
The angles in a triangle sum to \( 180^\circ \), so:
\[
180^\circ = \angle CDE + \angle ECD + \angle CED.
\]
Substituting \( \angle CED = \angle ECD \) and \( \angle CDE = 150^\circ \) gives:
\[
180^\circ = 150^\circ + \angle ECD + \angle ECD,
\]
which simplifies to:
\[
30^\circ = 2\angle ECD, \quad \text{or} \quad \angle ECD = 15^\circ.
\]
Using \( \triangle BCD \), we have:
\[
\angle BCD = 60^\circ = \angle ECB + \angle ECD.
\]
Substituting \( \angle ECD = 15^\circ \) gives:
\[
\angle ECB = 60^\circ - 15^\circ = 45^\circ.
\]

\textbf{Answer:} \( 45^\circ \)",Geometry,Spatial sense and analyzing situations involving geometric figures;  using properties of figures and relations,Identifies properties and invariants resulting from geometric constructions and transformations; ,3,9~10,2024 CSMC
2024A04,The positive integers a and b satisfy 2a < b. The sum a/4 + b/2 is greater than 27 and less than 28. What is the greatest possible value of a?,N,"The positive integers $a$ and $b$ satisfy $2a < b$. The sum $\frac{a}{4} + \frac{b}{2}$ is greater than 27 and less than 28. What is the greatest possible value of $a$?
    ","\subsection*{4. Solution}
Suppose \( a = 21 \) and \( b = 44 \).  
Then:
\[
2a = 2 \times 21 = 42, \quad \text{which is less than} \quad b = 44, \quad \text{so} \quad 2a < b.
\]
Additionally:
\[
a + b = 21 + 44 = \frac{5}{4} + \frac{22}{4} = 27.25,
\]
which is greater than 27 and less than 28.  
We have shown that when \( a = 21 \), it is possible to choose \( b \) so that the conditions are satisfied.

Now suppose \( a \geq 22 \). Then:
\[
2a \geq 2 \times 22 \quad \text{or} \quad 2a \geq 44.
\]
If \( b > 2a \), then \( b > 44 \).  
Since \( b \) is a positive integer and \( b > 44 \), it must be true that \( b \geq 45 \).  
Thus, if \( a \geq 22 \), we must have \( b \geq 45 \).  

Putting \( a \geq 22 \) and \( b \geq 45 \) together, we get:
\[
a + b \geq 22 + 45 = \frac{5.5}{4} + \frac{22.5}{4} = 28.
\]
It is given that \( \frac{a}{4} + 2b \) must be less than 28, so we conclude that when \( a \geq 22 \), it is not possible to choose \( b \) so that all conditions are satisfied.  

Therefore, the greatest possible value of \( a \) is 21.

\textbf{Answer:} \( a = 21 \)",Algebra,Manipulating algebraic expressions; Analyzing situations using equations or inequalities,Factors out the common factor in numerical expressions (distributive property of multiplication over addition or subtraction); Divides; Recognizes whether a situation can be translated by an equation/ inequality; Recognizes or constructs relations or formulas; Manipulates relations or formulas (e.g. isolates an element),4,9~10,2024 CSMC
